nom,description,categorie,URL,age,disponible,est_nouveau
DVD : Solutions d'espoir,"Solutions d'espoir est une histoire de rencontre. Plus précisément, l'histoire de la rencontre de Romain Carciofo avec l'autisme.   Un voyage à travers la France pour répondre à une question : comment accompagne-t-on les personnes atteintes d'autisme dans notre pays ?   Ce film documentaire veut apporter sa contribution à la question problématique de l'accompagnement des personnes autistes en France... Un problème suffisamment préoccupant pour avoir été choisi comme Grande cause nationale 2012.        «Une rencontre peut changer votre vie, elle peut vous apprendre à regarder le monde autrement, à regarder les gens autrement, à regarder leurs différences autrement».  DVD uniquement disponible à usage privé. (ex. le DVD ne peut être utilisé pour une formation, nous contacter)","les livres, connaissance de lautisme",https://www.autismediffusion.com/products/dvd-solutions-despoir,,,
Drap housse proprioceptif pour lit simple,"Ce drap de compression s’étend sur tout le corps, procurant une sensation de sécurité, d’apaisement, de relaxation et de bien-être, propice à un endormissement plus facile et à un sommeil réparateur.
  

 
  Il agit par une stimulation proprioceptive légère, idéale pour les personnes pour lesquelles la couverture proprioceptive n’est pas adaptée.
  

 
  Le drap-housse proprioceptif est facile à mettre en place : il s’enfile comme une taie d’oreiller autour du matelas, empêchant la personne de glisser hors du lit.
  

 
  Idéal en cas d’ hypersensibilité proprioceptive  (pour améliorer le ressenti de son corps) ou d’ hyposensibilité proprioceptive / tactile  (pour les personnes ou enfants en recherche constante de stimulations sensorielles).
  

  Important :  ne pas utiliser ce produit avec des enfants en bas âge (moins de 5 ans). Ne pas couvrir le visage de la personne ni limiter sa liberté de mouvement.  

 
  Pour un besoin de stimulation proprioceptive plus fort, découvrez la
  <a href=""/products/couverture-lestee"" style=""color: #2388ee; font-weight: bold; text-decoration: none;"">couverture lestée ,
  qui exerce une pression sur l’ensemble des récepteurs sensoriels du corps.
  

 
  Retrouvez notre article de blog :
  <a href=""/blogs/sensorialite/objets-lestes-solution-therapeutique-qui-calme-le-systeme-nerveux"" style=""color: #2388ee; font-weight: bold; text-decoration: none;"">Objets lestés : Théorie et pratique","gestion du comportement, le materiel, produits sensoriels, proprioception, se stimuler se reguler",https://www.autismediffusion.com/products/drap-housse-proprioceptif-pour-lit-simple,,,
DVD : Quelque chose en plus,"Depuis mars 2012, la Haute Autorité de Santé recommande une prise en charge éducative, comportementale et développementale précoce de l’autisme. Cette prise en charge encore peu développée en France est appliquée partout ailleurs en Europe, et aux Etats-Unis parce qu’elle a fait ses preuves : elle permet aux enfants de gagner en autonomie, d’entrer dans la communication, de s’insérer à l’école et dans le monde ordinaire.
         
         
            C’est la raison pour laquelle, en mai 2013, le Ministère de la Cohésion Sociale a décrété son application obligatoire dans le cadre du 3ème Plan autisme.
         
         
            Seulement du fait même de la rareté de cette prise en charge en France, peu de personnes savent réellement de quoi il s’agit.
         
         
            C’est l’objectif de  QUELQUE CHOSE EN PLUS  : témoigner en images de ce qu’il se passe concrètement dans deux établissements médicaux sociaux partenaires du Réseau de Ressources ABA : l'IME ECLAIR, géré par l’association AIME 77 et l'IME de Chambourcy géré par l’association Agir et Vivre l’Autisme.
         
         
            Ces deux établissements accueillent des enfants autistes sévères, non verbaux.
         
         
            En quoi consiste concrètement cette prise en charge et pour quel résultat ? Comment un enfant autiste non verbal peut-il apprendre à communiquer à travers le jeu et le plaisir de la relation ?
         
         
            Il s’agit de restituer l’intelligence émotionnelle qui règne dans ces équipes et l’ambiance extraordinaire qui unit les duos éducateurs-enfants. Ces professionnels enthousiastes et inspirés ont  QUELQUE CHOSE EN PLUS  et cela se voit.
         
         
            Sous le haut parrainage de la Ministre déléguée chargée des personnes handicapées et de la lutte contre l'exclusion.","les livres, connaissance de lautisme, librairie, nos editions",https://www.autismediffusion.com/products/dvd-quelque-chose-en-plus,,,
Lampe veilleuse étoiles,"La lampe veilleuse étoiles est un parfait éclairage d'ambiance pour une salle sensorielle.  
  

 
  C'est aussi un outil de modulation sensorielle grâce à ses 6 modes lumineux différents et ses 3 intensités de luminosité (30%, 70%, 100%). La stimulation visuelle qu'elle offre procure un effet apaisant.  
  

 
  C'est également un éclairage d'appoint chaleureux et doux, idéal pour les hypersensoriels. Le toucher de la lampe veilleuse est particulièrement attrayant grâce à sa matière souple et douce en silicone.","produits sensoriels, sapaiser se relaxer, toucher, voir",https://www.autismediffusion.com/products/lampe-veilleuse-etoiles,,,
Lampe kaléidoscope,"Cet outil sensoriel offre plusieurs avantages :
  

 
   
     Apaisement sensoriel :  La lampe kaléidoscope crée un spectacle visuel captivant. Les couleurs changeantes et les motifs kaléidoscopiques offrent une stimulation visuelle douce et réconfortante.
   
   
     Favorise la concentration :  En offrant une source de distraction apaisante, la lampe kaléidoscope peut aider à se concentrer davantage sur des tâches spécifiques. Elle crée un point focal agréable qui peut contribuer à réduire les distractions environnementales.
   
   
     Encourage la détente :  Les jeux de lumière et les motifs visuels peuvent favoriser un état de détente, aidant ainsi à réduire le stress et l'anxiété. Cela peut être particulièrement bénéfique pour les enfants/personnes sensibles aux stimuli extérieurs.
   
   
     Adaptabilité aux différents environnements :  Que ce soit à la maison, à l'école ou dans des espaces de thérapie, la lampe kaléidoscope peut être facilement intégrée à différents environnements, offrant ainsi un soutien constant pour la régulation sensorielle.","gestion du comportement, le materiel, produits sensoriels, sapaiser se relaxer, se stimuler se reguler, voir",https://www.autismediffusion.com/products/lampe-kaleidoscope,,,
Qu'est-ce que le sexe ?,"De nombreuses personnes autistes, ayant des besoins éducatifs particuliers ou en situation de handicap (SEND*) ont et auront des relations intimes. Le sexe est souvent seulement évoqué, plutôt que clairement expliqué, ce qui peut engendrer de la confusion autour du consentement, de la santé sexuelle ou de la grossesse, et pousser ces personnes à chercher des informations peu fiables en ligne.
  

 
  Ce livre aborde franchement le sujet de la sexualité pour permettre au lecteur de comprendre clairement ce qu’est le sexe, d’apprendre les noms appropriés des organes et des pratiques sexuelles, et de prendre conscience des conséquences physiques possibles. Il aborde également les processus corporels et des questions essentielles telles que le consentement et la sécurité sexuelle, pour favoriser des relations positives.
  

 
   
    La 
    <a href=""/products/mallette-pedagogique-hygiene-vie-intime"" 
       style=""color: #2388ee; font-weight: bold; font-size: 1.1em; text-decoration: none;"">
       mallette pédagogique HYGIÈNE - VIE INTIME
      
    est un outil pédagogique d'instruction qui peut compléter l'utilisation du livre.","gestion du comportement, les livres, livres jeunesse, strategies educatives, librairie,  , nos editions, gestion du comportement les livres",https://www.autismediffusion.com/products/quest-ce-que-le-sexe,,,
Qu'est-ce que la grossesse ?,"Ce livre explique franchement la grossesse afin que le lecteur ait une compréhension claire de ce qui constitue la grossesse, de ce qui se passe pendant l’accouchement, et soit conscient de son droit légal de fonder une famille. Il aide les lecteurs à comprendre les processus physiques de la grossesse et fournit des informations pratiques importantes, telles que comment rester en bonne santé pendant la grossesse, les soins prénatals, le rôle de la sage-femme et l’implication des partenaires.
  

 
   
    La 
    <a href=""/products/mallette-pedagogique-hygiene-vie-intime"" 
       style=""color: #2388ee; font-weight: bold; font-size: 1.1em; text-decoration: none;"">
       mallette pédagogique HYGIÈNE - VIE INTIME
      
    est un outil pédagogique d'instruction qui peut compléter l'utilisation du livre.","gestion du comportement, les livres, livres jeunesse, strategies educatives, librairie,  , les collections, nos editions, gestion du comportement les livres",https://www.autismediffusion.com/products/quest-ce-que-la-grossesse,,,
Embout ARK Fourchette,"Embout ARK Fourchette (<em>ARK's Fork Tip</em> en anglais) pour
<a href=""https://www.autismediffusion.com/products/z-vibe-ark"" style=""color:#2388ee;font-weight:bold;font-size:1.1em;text-decoration:none;"">Z-Vibe®  
ou 
<a href=""https://www.autismediffusion.com/products/z-grabber-ark"" style=""color:#2388ee;font-weight:bold;font-size:1.1em;text-decoration:none;"">Z-Grabber®  
— accessoire sensoriel innovant conçu pour accompagner la stimulation orale, la motricité bucco-faciale et la transition vers les aliments solides.
  
 Adapté aux plans de rééducation orale et aux objectifs de thérapie alimentaire, cet embout en forme de fourchette fournit une stimulation tactile ciblée dans la cavité buccale et aide à augmenter la conscience et l’engagement buccal lors des séances ou des repas.  
 Compatible uniquement avec les manches Z-Vibe® ou Z-Grabber® (vendus séparément).  

  Pourquoi utiliser les vibrations ?  
Parfois, la stimulation provoquée en touchant les lèvres, la langue, les joues, etc. n’est pas suffisante. Les vibrations apportent un niveau supplémentaire de sensibilité tactile, bénéfique pour les personnes ayant besoin de davantage de stimuli. Cet apport sensoriel permet d’accroître la conscience buccale des personnes hyposensibles. Il peut également aider à réduire l’aversion pour la nourriture (et les textures) chez les personnes hypersensibles.  

 Retrouvez toute la gamme des <a href=""/collections/la-gamme-ark"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">produits ARK .  

 <a href=""/blogs/sensorialite/quelles-clefs-pour-les-personnes-qui-recherchent-des-stimulations-orales"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">💬Quelles clefs pour les personnes qui recherchent des stimulations orales ?","produits sensoriels, coordonner manipuler, proprioception, toucher",https://www.autismediffusion.com/products/embout-ark-fourchette,,,
Embout ARK abaisse langues,"L'embout  ARK Abaisse-langues  (en anglais ""ARK's Tongue Depressor Tip"") peut être utilisé pour examiner la cavité buccale, pour l'élévation du milieu de la langue, la fermeture des lèvres, etc.
    

   
    Il permet également de fournir une stimulation sensorielle sur une grande surface de la langue en cas de  hyposensibilité .
    

   
    Il s'utilise avec :
    <a href=""/products/z-vibe-ark"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"" target=""_blank"">Z-Vibe®  ou
    <a href=""/products/z-grabber-ark"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"" target=""_blank"">Z-Grabber® .
    

    Pourquoi utiliser les vibrations ?   

   
    Parfois, la stimulation provoquée par le simple toucher des lèvres, de la langue ou des joues ne suffit pas. Les vibrations offrent un niveau supplémentaire de stimulation tactile, utile notamment pour les personnes hyposensibles.
    

   
    Cet apport sensoriel aide à accroître la conscience buccale, et peut également réduire l’aversion pour certains aliments ou textures chez les personnes hypersensibles.
    

   
    L'embout est disponible en deux versions :
    

   
     Lisse  : identique à un abaisse-langues classique 
     Texturé  : surface brique d’un côté, petits picots de l’autre 
   

   
    Le <a href=""/products/z-vibe-ark"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"" target=""_blank"">Z-Vibe®  et le
    <a href=""/products/z-grabber-ark"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"" target=""_blank"">Z-Grabber® 
    peuvent aussi être utilisés sans vibration, notamment en séances de rééducation à l’alimentation.
    

 Retrouvez toute la gamme des <a href=""/collections/la-gamme-ark"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">produits ARK .  

 <a href=""/blogs/sensorialite/quelles-clefs-pour-les-personnes-qui-recherchent-des-stimulations-orales"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">💬Quelles clefs pour les personnes qui recherchent des stimulations orales ?","produits sensoriels, coordonner manipuler, le gout, proprioception, toucher",https://www.autismediffusion.com/products/embout-ark-abaisse-langues,,,
Embout lingual ARK pour Z-Vibe,"L'embout lingual ARK pour <a href=""/products/z-vibe-ark"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"" target=""_blank"">Z-Vibe®  ou <a href=""/products/z-grabber-ark"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"" target=""_blank"">Z-Grabber®  est un outil de motricité orale de forme triangulaire avec un trou au milieu. Il est utilisé pour les exercices oraux de latéralisation (mouvement gauche/droite) et d’élévation (haut/bas).    
 Demandez à l’utilisateur de placer la pointe de sa langue dans le trou, puis guidez la langue doucement pour développer la mobilité et la coordination linguales, essentielles au langage et à l’alimentation.    

 Peut également être utilisé comme gratte-langue, pour favoriser la conscience bucco-dentaire et l’hygiène.  
Fabriqué aux États-Unis, de qualité médicale et conforme aux normes FDA.    
Compatible avec tous les manches <a href=""/products/z-vibe-ark"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"" target=""_blank"">Z-Vibe®  et <a href=""/products/z-grabber-ark"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"" target=""_blank"">Z-Grabber®  (vendus séparément).  

 <strong style=""color:red; font-size:1.1em;"">Attention : outil thérapeutique à utiliser sous la supervision directe d’un adulte. Ne pas laisser à la portée des enfants sans surveillance.    

 <strong style=""color:red; font-size:1.1em;"">Pour des raisons d'hygiène, cet article ne peut être retourné une fois déballé.   
 Retrouvez nos articles de blog sur le thème de l'oralité : 
💬<a href=""/blogs/sensorialite/quelles-clefs-pour-les-personnes-qui-recherchent-des-stimulations-orales"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"" target=""_blank"">Quelles clefs pour les personnes qui recherchent des stimulations orales  
💬<a href=""/blogs/sensorialite/des-outils-pour-loralite-la-gamme-ark"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"" target=""_blank"">Des outils pour l'oralité : la gamme ARK","produits sensoriels, coordonner manipuler, le gout, proprioception, toucher",https://www.autismediffusion.com/products/embout-lingual-ark-pour-z-vibe,,,
Embout ARK Preefer,"L'embout ARK Preefer (""ARK's Preefer Tip"" en anglais) est un embout cylindrique doté de longues stries sur toute sa circonférence, spécialement conçu pour faire rouler l'objet.  
  

 
Cet embout s'utilise avec le 
<a href=""/products/z-vibe-ark"" style=""color: #2388ee; font-weight: bold; font-size: 1.1em;"">Z-Vibe®  
ou le 
<a href=""/products/z-grabber-ark"" style=""color: #2388ee; font-weight: bold; font-size: 1.1em;"">Z-Grabber® .
  

 
 Pourquoi utiliser les vibrations ?   
  

 
Parfois, la stimulation provoquée en touchant les lèvres, la langue, les joues... n'est pas suffisante. Les vibrations apportent un autre niveau de sensibilité tactile pour les personnes ayant besoin de plus de stimuli.  
  

 
Cet apport sensoriel permet :  
 
     d'accroître la conscience buccale des personnes hyposensibles, 
     et de réduire l'aversion pour la nourriture (et les textures) chez les personnes hypersensibles. 
 
  

 Retrouvez toute la gamme des <a href=""/collections/la-gamme-ark"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">produits ARK .  

 <a href=""/blogs/sensorialite/quelles-clefs-pour-les-personnes-qui-recherchent-des-stimulations-orales"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">💬Quelles clefs pour les personnes qui recherchent des stimulations orales ?","produits sensoriels, coordonner manipuler, proprioception, toucher",https://www.autismediffusion.com/products/embout-z-vibe-ark-preefer,,,
Embout ARK Cuillère,"L'embout ARK Cuillère  (ou <em>ARK's Spoon Tip</em> en anglais) a été spécialement conçu pour la rééducation alimentaire. La cuillère est peu profonde, de manière à contenir la bonne quantité d’aliments sans surcharger la personne.  

 L'embout ARK Cuillère s’utilise avec le 
<a href=""/products/z-vibe-ark"" style=""color:#2388ee; font-weight:bold;"">Z-Vibe&reg;  ou le 
<a href=""/products/z-grabber-ark"" style=""color:#2388ee; font-weight:bold;"">Z-Grabber&reg; .  

  Pourquoi utiliser les vibrations ?  
Parfois, la stimulation provoquée en touchant les lèvres, la langue, les joues, etc. n’est pas suffisante. Les vibrations apportent un niveau supplémentaire de sensibilité tactile, bénéfique pour les personnes ayant besoin de davantage de stimuli. Cet apport sensoriel permet d’accroître la conscience buccale des personnes hyposensibles. Il peut également aider à réduire l’aversion pour la nourriture (et les textures) chez les personnes hypersensibles.  


 Retrouvez toute la gamme des <a href=""/collections/la-gamme-ark"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">produits ARK .  

 <a href=""/blogs/sensorialite/quelles-clefs-pour-les-personnes-qui-recherchent-des-stimulations-orales"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">💬Quelles clefs pour les personnes qui recherchent des stimulations orales ?","produits sensoriels, coordonner manipuler, le gout, proprioception, toucher",https://www.autismediffusion.com/products/embout-ark-cuillere,,,
Ma jolie semaine + Toutes les activités,"Ce joli semainier permet aux parents d’accompagner leur enfant dans l'apprentissage de la notion du temps. Il apprend à distinguer : le matin, le midi, l'après-midi ainsi que hier, aujourd'hui et demain. Les codes couleurs des jours et les magnets l'aident à visualiser ses activités quotidiennes et ainsi diminuent le stress lié aux séparations et/ou changement d'emploi du temps. L'emballage est 100% réutilisable. À l'intérieur se trouve un petit cadeau à découper et personnaliser. Parents séparés ou ""dodos"" hors du foyer.  
 Les 32 magnets ""activités"" viennent en complément du semainier : fêtes, sorties, voyages, rendez-vous médicaux, vous trouverez tout ce qu'il faut pour répondre aux besoins de votre quotidien !","materiel, gestion du temps, synotypes, produits magnetiques, kits complets",https://www.autismediffusion.com/products/ma-jolie-semaine-atelier-gigogne,,,
Gants de toilette à picots,"Les picots de ces gants de toilette, en exerçant une pression profonde au niveau de la peau, évitent les effleurements d'un gant classique en textile souvent difficilement supportés par les personnes hypersensibles au niveau tactile. 
  Le lavage du corps devient alors plus agréable et motivant. 
  Les picots se situent des deux côtés des gants et les doigts comportent des reliefs texturés.","produits sensoriels, proprioception, se stimuler se reguler, toucher",https://www.autismediffusion.com/products/gants-de-toilette-a-picots,,,
Modèle de soin dentaire avec brosse à dents,"Cette énorme mâchoire pourvue de dents géantes a été spécialement conçue pour l’apprentissage de l’hygiène bucco-dentaire et des soins dentaires.  

 Elle est articulée et se manipule facilement. Livrée avec une brosse à dents, elle permet de démontrer les gestes à effectuer pour un brossage efficace des dents.  

 C’est également un outil pédagogique idéal pour une préparation à domicile qui peut contribuer à une meilleure coopération de la personne lors de ses consultations en cabinet dentaire.","gestion du comportement, le materiel, produits sensoriels, le gout, se stimuler se reguler",https://www.autismediffusion.com/products/modele-de-soin-dentaire-avec-brosse-a-dents,,,
Education sexuelle et relations sociales en autisme,"Il existe plusieurs raisons de fournir une éducation sexuelle aux personnes autistes, notamment pour favoriser un développement sain et prévenir des situations indésirables. 
         
         
            Le soutien d'un développement sain repose sur l'idée que les humains sont des êtres sexuels par nature et que la connaissance du développement sexuel peut renforcer l’autonomie de l'individu et contribuer à des conditions plus satisfaisantes. Les personnes autistes risquent d'obtenir de mauvais résultats dans chacun de ces domaines, et une éducation sexuelle spécialisée peut contribuer à réduire ce risque. En fin de compte, l'éducation sexuelle des personnes autistes devrait aboutir à des résultats tangibles, observables et valables qui améliorent leur qualité de vie. Cependant, de nombreuses familles, enseignants et thérapeutes se demandent comment enseigner l'éducation sexuelle aux personnes autistes.
         
         
             Education sexuelle et relations sociales en autisme  est une ressource scientifique essentielle qui fournit des études de cas réels montrant aux enseignants, aux analystes du comportement et autres intervenants comment aborder l'éducation sexuelle et les comportements problématiques à l'aide de pratiques fondées sur des preuves. Les études de cas détaillent comment les enseignants et les thérapeutes prennent des décisions de traitement, y incluent les valeurs familiales et les croyances culturelles, et utilisent les données pour guider les décisions de ce traitement.
         
         
            Présentant un large éventail de sujets tels que les troubles du développement, le développement psychosexuel et l'éducation spécialisée, cet ouvrage est idéal pour les enseignants, les parents, les thérapeutes, les analystes du comportement, les professionnels de l'éducation, les universitaires, les administrateurs, les concepteurs de programmes, les chercheurs et les étudiants.","gestion du comportement, les livres, strategies educatives, librairie,  , nos editions, gestion du comportement les livres",https://www.autismediffusion.com/products/education-sexuelle-et-relations-sociales-en-autisme,,,
Kit de pièces de rechange pour Z-Vibe® ARK,"Le kit comprend :
  
 
     Un ensemble moteur 
     Une pile Z-Vibe® 
     2 ressorts 
     Un embout interrupteur 
 
 
    Ces pièces sont compatibles avec n'importe quel 
    <a href=""/products/z-vibe-ark"" style=""font-weight: bold; color: #2388ee; font-size: 1.1em; text-decoration: none;"">
        Z-Vibe®
     .","produits sensoriels, toucher",https://www.autismediffusion.com/products/kit-de-pieces-de-rechange-pour-z-vibe-ark,,,
Lampe lune,"La lampe lune présente des cratères sur sa surface et s'illumine de 16 couleurs différentes. L'effet visuel est fascinant et apaisant. 
  

 
  Le toucher est aussi intéressant grâce aux aspérités. Idéal pour apprendre les couleurs en manipulant l'appareil via la télécommande fournie.
  

 
  C'est également un éclairage d'appoint chaleureux et doux pour les hypersensoriels. Un objet idéal pour une salle sensorielle.","produits sensoriels, sapaiser se relaxer, toucher, voir",https://www.autismediffusion.com/products/lampe-lune,,,
Anxiété de performance - La boîte à outils,"<p style=""margin-bottom: 1em;"">
    <a href=""https://r.cantook.com/enqc/sample/aHR0cHM6Ly93d3cuZW50cmVwb3RudW1lcmlxdWUuY29tL3NhbXBsZS8xNDAwNjkvd2ViX3JlYWRlcl9tYW5pZmVzdD9mb3JtYXRfbmF0dXJlPWVwdWImc2lnaWQ9MTcyNjMxNjUzNiZzaWduYXR1cmU9NmIxOTQ0OTU5MTljMGIyODkzOWMxN2E4MTU5NzJmY2FiMmQxN2Q3MmMwOWI0MzQ3ZWE4ZjgxOTFmYjE3ZTFiOQ"" target=""_blank"" style=""font-weight: bold; font-size: 1.1em; color: #2388ee; text-decoration: none;"">
        📖 Visualiser un extrait
     
  

 L’anxiété de performance est un sujet plus actuel que jamais ! Entre les attentes élevées, la peur de l’échec et la quête d’approbation, elle s’impose à ceux qui en souffrent comme une véritable drama queen du cerveau, influençant leurs pensées et leurs comportements. Ce livre vous aidera à mieux en comprendre les rouages et vous proposera des stratégies concrètes afin que vous puissiez amener votre jeune à la surmonter.  

 Vous y trouverez :  
 
     des outils pour la gestion des émotions ; 
     des techniques pour renforcer l’estime de soi et réduire le perfectionnisme ; 
     des méthodes pour désamorcer la pression et accompagner les enfants et les adolescents vers une approche plus sereine de la performance ; 
     des solutions, ancrées dans la réalité des familles et des milieux scolaires, pour aider les jeunes à s’épanouir malgré les défis auxquels ils font face.","les livres, scolarite, strategies educatives, syndrome dasperger et autisme de haut niveau,",https://www.autismediffusion.com/products/livres-anxiete-de-performance-enfants-ados,,,
Pochette pour fidget cube,"Emmener votre fidget cube partout grâce à la pochette de protection et de transport.  
  Le <a href=""/products/fidget-cube"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">
    fidget cube
    est un objet sensoriel anti-stress de forme cubique. Sur chacune des faces, il dispose de plusieurs fonctions qui permettent à vos doigts d'effectuer des mouvements... très apaisants et déstressants.","gestion du comportement, le materiel, produits sensoriels, proprioception, sapaiser se relaxer, toucher",https://www.autismediffusion.com/products/pochette-pour-fidget-cube,,,
Kit TTAP (matériel pour le test),"Le kit du TTAP (Profil d'évaluation de la transition vers la vie adulte) est la mise à jour et l'extension du kit de l'AAPEP (Profil Psycho-Educatif pour les Adolescents et Adultes).  
    Le kit du TTAP contient le matériel nécessaire à l'évaluation de l'adolescent et de l'adulte avec TSA en lien avec les tâches de travail, l'environnement professionnel et l'autonomie dans la vie quotidienne.  
  
 
    L'outil TTAP (manuel + KIT) permet l'évaluation de 6 domaines de fonctionnement :  
  
 
     Les compétences professionnelles 
     Le comportement professionnel 
     Le fonctionnement autonome 
     Les loisirs 
     La communication fonctionnelle 
     Le comportement interpersonnel 
 
 
    Une évaluation dans 3 milieux différents :  
  
 
     L'échelle d'observation directe 
     L'échelle d'observation à l'école / au travail 
     L'échelle d'évaluation à la maison 
 
 
    En identifiant les intérêts et les forces de l'adolescent ou de l'adulte avec autisme, le TTAP permet de mettre en œuvre des interventions adaptées, personnalisées et coordonnées tout en respectant les choix de la personne.  
    L'objectif étant de préparer la personne à une vie adulte positive.  
  
 
    SAC + MATÉRIEL + FICHES PLASTIFIÉES + FICHE avec le matériel fourni (le matériel fourni est noté en correspondance avec les items), et le matériel à réaliser.  
    <a href=""/products/livre-ttap-profil-d-evaluation-de-la-transition-vers-la-vie-adulte-teacch"" style=""font-weight: bold; color: #2388ee; font-size: 1.1em; text-decoration: none;"">
        Manuel (avec 10 grilles de profil)
      vendu séparément.","evaluation, materiel, materiel devaluation",https://www.autismediffusion.com/products/kit-ttap-materiel-pour-le-test,,,
Le programme EFI-RÉ,"Le programme  EFI-RÉ  est un outil de passation directe pour adolescents et adultes avec autisme et déficience intellectuelle sévère.
    
   
    Les adolescents et adultes avec autisme et déficience intellectuelle sévère devraient, comme tout un chacun, pouvoir réaliser des activités fonctionnelles, c'est-à-dire des activités qui ont du sens dans leur vie quotidienne, des activités utiles (pour eux ou pour les autres) ou distrayantes.
    
   
     EFI-RÉ  propose de nombreux compléments 
    <a href=""https://www.deboecksuperieur.com/site/328198"" target=""_blank"" rel=""noopener noreferrer""
       style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">
     🌐 à télécharger
      :
    
   
     toutes les photos de l'ouvrage en couleurs 
     les pictogrammes 
     les supports d'évaluation 
     les protocoles de cotation 
   
   
    Pour découvrir le  KIT EFI-RÉ qui accompagne le livre , veuillez cliquer
    <a href=""/products/kit-de-l-efi-re-materiel-qui-accompagne-le-livre""
       style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">
      ICI
     .","gestion du comportement, les livres, evaluation, strategies educatives, materiel devaluation,  , gestion du comportement les livres",https://www.autismediffusion.com/products/livre-le-programme-efi-eric-willaye,,,
PEP-3 Profil psycho-éducatif,"<span style=""font-size:1.2em; vertical-align:middle; margin-right:0.3em;"">📖 
  <a href=""https://www.calameo.com/read/0000158566cd5917ffac3"" 
     target=""_blank"" 
     rel=""noopener noreferrer""
     style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">
    Visualiser un extrait
   
  

 Le PEP-3 est la troisième version d'un outil d'évaluation pour enfants présentant des troubles du développement (l'autisme en particulier). Il est parfaitement adapté aux enfants de 2 à 7 ans 1/2.  

 Ce programme permet l'élaboration de profils autour de domaines développementaux (cognition verbale/préverbale, langage expressif, langage réceptif, motricité fine, motricité globale, imitation visuo-motrice) complétés par les aspects plus souvent évoqués dans le cadre des comportements inadaptés : expression affective, réciprocité sociale, comportements moteurs et comportements verbaux caractéristiques.  

 Ce livre, comme ses prédécesseurs, est axé sur la pratique et constitue un matériel de premier plan pour les cliniciens concernés à la fois par l'évaluation mais aussi et surtout, pour les professionnels pour lesquels l'évaluation est orientée vers l'intervention (psychologues, pédopsychiatres spécialistes de l'autisme, orthophonistes, personnel éducatif).  

 Compléments : outils pratiques (activités, fiches et grilles d'évaluation.)  

 Kit PEP-3 (vendu séparément) qui accompagne l'ouvrage : 
  <a href=""/products/kit-du-pep-3-materiel-pour-le-test"" 
     style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">
    Kit du PEP-3","les livres, aba teacch, evaluation, science medecine, materiel, materiel devaluation,  , gestion du comportement les livres",https://www.autismediffusion.com/products/livre-pep-3-profil-psycho-educatif-autisme-schopler,,,
